BARILLA1,11/01/2019 11:53:55
BARILLA10,18/01/2019 18:07:42
BARILLA2,11/01/2019 12:20:20
BARILLA3,11/01/2019 11:49:03
BARILLA5,18/01/2019 16:19:23
BARILLA6,18/01/2019 16:22:01
BARILLA7,18/01/2019 17:55:14
BARILLA8,18/01/2019 17:59:47
BARILLA9,18/01/2019 18:05:19
