ELD1,08/08/2012 14:30:28
ELD10,10/05/2018 08:51:52
ELD11,01/01/0001 00:00:00
ELD12,01/01/0001 00:00:00
ELD13,01/01/0001 00:00:00
ELD14,01/01/0001 00:00:00
ELD15,01/01/0001 00:00:00
ELD16,01/01/0001 00:00:00
ELD17,01/01/0001 00:00:00
ELD18,01/01/0001 00:00:00
ELD19,01/01/0001 00:00:00
ELD2,14/06/2018 19:38:43
ELD20,01/01/0001 00:00:00
ELD21,01/01/0001 00:00:00
ELD22,01/01/0001 00:00:00
ELD23,01/01/0001 00:00:00
ELD24,01/01/0001 00:00:00
ELD25,01/01/0001 00:00:00
ELD26,01/01/0001 00:00:00
ELD27,01/01/0001 00:00:00
ELD28,01/01/0001 00:00:00
ELD29,01/01/0001 00:00:00
ELD3,09/07/2010 12:39:32
ELD30,01/01/0001 00:00:00
ELD31,01/01/0001 00:00:00
ELD32,01/01/0001 00:00:00
ELD33,01/01/0001 00:00:00
ELD34,01/01/0001 00:00:00
ELD35,01/01/0001 00:00:00
ELD36,01/01/0001 00:00:00
ELD37,01/01/0001 00:00:00
ELD38,01/01/0001 00:00:00
ELD39,01/01/0001 00:00:00
ELD4,29/02/2012 08:12:38
ELD40,01/01/0001 00:00:00
ELD41,01/01/0001 00:00:00
ELD42,01/01/0001 00:00:00
ELD43,01/01/0001 00:00:00
ELD44,01/01/0001 00:00:00
ELD45,01/01/0001 00:00:00
ELD46,01/01/0001 00:00:00
ELD47,01/01/0001 00:00:00
ELD48,01/01/0001 00:00:00
ELD49,01/01/0001 00:00:00
ELD5,12/05/2015 06:56:45
ELD50,01/01/0001 00:00:00
ELD51,01/01/0001 00:00:00
ELD52,01/01/0001 00:00:00
ELD53,01/01/0001 00:00:00
ELD54,01/01/0001 00:00:00
ELD55,01/01/0001 00:00:00
ELD56,01/01/0001 00:00:00
ELD57,01/01/0001 00:00:00
ELD58,01/01/0001 00:00:00
ELD59,01/01/0001 00:00:00
ELD6,21/05/2014 10:46:51
ELD60,01/01/0001 00:00:00
ELD61,01/01/0001 00:00:00
ELD62,01/01/0001 00:00:00
ELD63,01/01/0001 00:00:00
ELD64,01/01/0001 00:00:00
ELD65,01/01/0001 00:00:00
ELD66,01/01/0001 00:00:00
ELD67,01/01/0001 00:00:00
ELD68,01/01/0001 00:00:00
ELD69,01/01/0001 00:00:00
ELD7,13/09/2014 13:12:06
ELD70,01/01/0001 00:00:00
ELD71,01/01/0001 00:00:00
ELD72,01/01/0001 00:00:00
ELD73,01/01/0001 00:00:00
ELD74,01/01/0001 00:00:00
ELD75,01/01/0001 00:00:00
ELD76,01/01/0001 00:00:00
ELD77,01/01/0001 00:00:00
ELD78,01/01/0001 00:00:00
ELD79,01/01/0001 00:00:00
ELD8,18/02/2013 09:26:22
ELD80,01/01/0001 00:00:00
ELD81,01/01/0001 00:00:00
ELD82,01/01/0001 00:00:00
ELD83,01/01/0001 00:00:00
ELD84,01/01/0001 00:00:00
ELD85,01/01/0001 00:00:00
ELD86,01/01/0001 00:00:00
ELD87,01/01/0001 00:00:00
ELD88,01/01/0001 00:00:00
ELD89,01/01/0001 00:00:00
ELD9,11/03/2014 17:49:08
ELD90,01/01/0001 00:00:00
ELD91,01/01/0001 00:00:00
ELD92,01/01/0001 00:00:00
ELD93,01/01/0001 00:00:00
ELD94,01/01/0001 00:00:00
ELD95,01/01/0001 00:00:00
ELD96,01/01/0001 00:00:00
ELD97,01/01/0001 00:00:00
ELD98,01/01/0001 00:00:00
ELD99,01/01/0001 00:00:00
